"index","shortname","name","unicode","unicode_encoded","aliases","image"
"545",":thumbsdown_tone4:","thumbs down sign tone 4","1f44e-1f3fe","👎 🏾",":-1_tone4: :thumbdown_tone4:","!https://cdn.jsdelivr.net/emojione/assets/png/1f44e-1f3fe.png?v=2.2.7!"
"546",":thumbsdown_tone5:","thumbs down sign tone 5","1f44e-1f3ff","👎 🏿",":-1_tone5: :thumbdown_tone5:","!https://cdn.jsdelivr.net/emojione/assets/png/1f44e-1f3ff.png?v=2.2.7!"
"547",":fist:","raised fist","270a","✊","","!https://cdn.jsdelivr.net/emojione/assets/png/270a.png?v=2.2.7!"
"548",":fist_tone1:","raised fist tone 1","270a-1f3fb","✊ 🏻","","!https://cdn.jsdelivr.net/emojione/assets/png/270a-1f3fb.png?v=2.2.7!"
"549",":fist_tone2:","raised fist tone 2","270a-1f3fc","✊ 🏼","","!https://cdn.jsdelivr.net/emojione/assets/png/270a-1f3fc.png?v=2.2.7!"
"550",":fist_tone3:","raised fist tone 3","270a-1f3fd","✊ 🏽","","!https://cdn.jsdelivr.net/emojione/assets/png/270a-1f3fd.png?v=2.2.7!"
"551",":fist_tone4:","raised fist tone 4","270a-1f3fe","✊ 🏾","","!https://cdn.jsdelivr.net/emojione/assets/png/270a-1f3fe.png?v=2.2.7!"
"552",":fist_tone5:","raised fist tone 5","270a-1f3ff","✊ 🏿","","!https://cdn.jsdelivr.net/emojione/assets/png/270a-1f3ff.png?v=2.2.7!"
"553",":punch:","fisted hand sign","1f44a","👊","","!https://cdn.jsdelivr.net/emojione/assets/png/1f44a.png?v=2.2.7!"
"554",":punch_tone1:","fisted hand sign tone 1","1f44a-1f3fb","👊 🏻","","!https://cdn.jsdelivr.net/emojione/assets/png/1f44a-1f3fb.png?v=2.2.7!"
"555",":punch_tone2:","fisted hand sign tone 2","1f44a-1f3fc","👊 🏼","","!https://cdn.jsdelivr.net/emojione/assets/png/1f44a-1f3fc.png?v=2.2.7!"
"556",":punch_tone3:","fisted hand sign tone 3","1f44a-1f3fd","👊 🏽","","!https://cdn.jsdelivr.net/emojione/assets/png/1f44a-1f3fd.png?v=2.2.7!"
"557",":punch_tone4:","fisted hand sign tone 4","1f44a-1f3fe","👊 🏾","","!https://cdn.jsdelivr.net/emojione/assets/png/1f44a-1f3fe.png?v=2.2.7!"
"558",":punch_tone5:","fisted hand sign tone 5","1f44a-1f3ff","👊 🏿","","!https://cdn.jsdelivr.net/emojione/assets/png/1f44a-1f3ff.png?v=2.2.7!"
"559",":left_facing_fist:","left-facing fist","1f91b","🤛",":left_fist:","!https://cdn.jsdelivr.net/emojione/assets/png/1f91b.png?v=2.2.7!"
"560",":left_facing_fist_tone1:","left facing fist tone 1","1f91b-1f3fb","🤛 🏻",":left_fist_tone1:","!https://cdn.jsdelivr.net/emojione/assets/png/1f91b-1f3fb.png?v=2.2.7!"
"561",":left_facing_fist_tone2:","left facing fist tone 2","1f91b-1f3fc","🤛 🏼",":left_fist_tone2:","!https://cdn.jsdelivr.net/emojione/assets/png/1f91b-1f3fc.png?v=2.2.7!"
"562",":left_facing_fist_tone3:","left facing fist tone 3","1f91b-1f3fd","🤛 🏽",":left_fist_tone3:","!https://cdn.jsdelivr.net/emojione/assets/png/1f91b-1f3fd.png?v=2.2.7!"
"563",":left_facing_fist_tone4:","left facing fist tone 4","1f91b-1f3fe","🤛 🏾",":left_fist_tone4:","!https://cdn.jsdelivr.net/emojione/assets/png/1f91b-1f3fe.png?v=2.2.7!"
"564",":left_facing_fist_tone5:","left facing fist tone 5","1f91b-1f3ff","🤛 🏿",":left_fist_tone5:","!https://cdn.jsdelivr.net/emojione/assets/png/1f91b-1f3ff.png?v=2.2.7!"
"565",":right_facing_fist:","right-facing fist","1f91c","🤜",":right_fist:","!https://cdn.jsdelivr.net/emojione/assets/png/1f91c.png?v=2.2.7!"
"566",":right_facing_fist_tone1:","right facing fist tone 1","1f91c-1f3fb","🤜 🏻",":right_fist_tone1:","!https://cdn.jsdelivr.net/emojione/assets/png/1f91c-1f3fb.png?v=2.2.7!"
"567",":right_facing_fist_tone2:","right facing fist tone 2","1f91c-1f3fc","🤜 🏼",":right_fist_tone2:","!https://cdn.jsdelivr.net/emojione/assets/png/1f91c-1f3fc.png?v=2.2.7!"
"568",":right_facing_fist_tone3:","right facing fist tone 3","1f91c-1f3fd","🤜 🏽",":right_fist_tone3:","!https://cdn.jsdelivr.net/emojione/assets/png/1f91c-1f3fd.png?v=2.2.7!"
"569",":right_facing_fist_tone4:","right facing fist tone 4","1f91c-1f3fe","🤜 🏾",":right_fist_tone4:","!https://cdn.jsdelivr.net/emojione/assets/png/1f91c-1f3fe.png?v=2.2.7!"
"570",":right_facing_fist_tone5:","right facing fist tone 5","1f91c-1f3ff","🤜 🏿",":right_fist_tone5:","!https://cdn.jsdelivr.net/emojione/assets/png/1f91c-1f3ff.png?v=2.2.7!"
"571",":raised_back_of_hand:","raised back of hand","1f91a","🤚",":back_of_hand:","!https://cdn.jsdelivr.net/emojione/assets/png/1f91a.png?v=2.2.7!"
"572",":raised_back_of_hand_tone1:","raised back of hand tone 1","1f91a-1f3fb","🤚 🏻",":back_of_hand_tone1:","!https://cdn.jsdelivr.net/emojione/assets/png/1f91a-1f3fb.png?v=2.2.7!"
"573",":raised_back_of_hand_tone2:","raised back of hand tone 2","1f91a-1f3fc","🤚 🏼",":back_of_hand_tone2:","!https://cdn.jsdelivr.net/emojione/assets/png/1f91a-1f3fc.png?v=2.2.7!"
"574",":raised_back_of_hand_tone3:","raised back of hand tone 3","1f91a-1f3fd","🤚 🏽",":back_of_hand_tone3:","!https://cdn.jsdelivr.net/emojione/assets/png/1f91a-1f3fd.png?v=2.2.7!"
"575",":raised_back_of_hand_tone4:","raised back of hand tone 4","1f91a-1f3fe","🤚 🏾",":back_of_hand_tone4:","!https://cdn.jsdelivr.net/emojione/assets/png/1f91a-1f3fe.png?v=2.2.7!"
"576",":raised_back_of_hand_tone5:","raised back of hand tone 5","1f91a-1f3ff","🤚 🏿",":back_of_hand_tone5:","!https://cdn.jsdelivr.net/emojione/assets/png/1f91a-1f3ff.png?v=2.2.7!"
"577",":wave:","waving hand sign","1f44b","👋","","!https://cdn.jsdelivr.net/emojione/assets/png/1f44b.png?v=2.2.7!"
"578",":wave_tone1:","waving hand sign tone 1","1f44b-1f3fb","👋 🏻","","!https://cdn.jsdelivr.net/emojione/assets/png/1f44b-1f3fb.png?v=2.2.7!"
"579",":wave_tone2:","waving hand sign tone 2","1f44b-1f3fc","👋 🏼","","!https://cdn.jsdelivr.net/emojione/assets/png/1f44b-1f3fc.png?v=2.2.7!"
"580",":wave_tone3:","waving hand sign tone 3","1f44b-1f3fd","👋 🏽","","!https://cdn.jsdelivr.net/emojione/assets/png/1f44b-1f3fd.png?v=2.2.7!"
"581",":wave_tone4:","waving hand sign tone 4","1f44b-1f3fe","👋 🏾","","!https://cdn.jsdelivr.net/emojione/assets/png/1f44b-1f3fe.png?v=2.2.7!"
"582",":wave_tone5:","waving hand sign tone 5","1f44b-1f3ff","👋 🏿","","!https://cdn.jsdelivr.net/emojione/assets/png/1f44b-1f3ff.png?v=2.2.7!"
"583",":clap:","clapping hands sign","1f44f","👏","","!https://cdn.jsdelivr.net/emojione/assets/png/1f44f.png?v=2.2.7!"
"584",":clap_tone1:","clapping hands sign tone 1","1f44f-1f3fb","👏 🏻","","!https://cdn.jsdelivr.net/emojione/assets/png/1f44f-1f3fb.png?v=2.2.7!"
"585",":clap_tone2:","clapping hands sign tone 2","1f44f-1f3fc","👏 🏼","","!https://cdn.jsdelivr.net/emojione/assets/png/1f44f-1f3fc.png?v=2.2.7!"
"586",":clap_tone3:","clapping hands sign tone 3","1f44f-1f3fd","👏 🏽","","!https://cdn.jsdelivr.net/emojione/assets/png/1f44f-1f3fd.png?v=2.2.7!"
"587",":clap_tone4:","clapping hands sign tone 4","1f44f-1f3fe","👏 🏾","","!https://cdn.jsdelivr.net/emojione/assets/png/1f44f-1f3fe.png?v=2.2.7!"
"588",":clap_tone5:","clapping hands sign tone 5","1f44f-1f3ff","👏 🏿","","!https://cdn.jsdelivr.net/emojione/assets/png/1f44f-1f3ff.png?v=2.2.7!"
"589",":writing_hand:","writing hand","270d","✍","","!https://cdn.jsdelivr.net/emojione/assets/png/270d.png?v=2.2.7!"
"590",":writing_hand_tone1:","writing hand tone 1","270d-1f3fb","✍ 🏻","","!https://cdn.jsdelivr.net/emojione/assets/png/270d-1f3fb.png?v=2.2.7!"
"591",":writing_hand_tone2:","writing hand tone 2","270d-1f3fc","✍ 🏼","","!https://cdn.jsdelivr.net/emojione/assets/png/270d-1f3fc.png?v=2.2.7!"
"592",":writing_hand_tone3:","writing hand tone 3","270d-1f3fd","✍ 🏽","","!https://cdn.jsdelivr.net/emojione/assets/png/270d-1f3fd.png?v=2.2.7!"
"593",":writing_hand_tone4:","writing hand tone 4","270d-1f3fe","✍ 🏾","","!https://cdn.jsdelivr.net/emojione/assets/png/270d-1f3fe.png?v=2.2.7!"
"594",":writing_hand_tone5:","writing hand tone 5","270d-1f3ff","✍ 🏿","","!https://cdn.jsdelivr.net/emojione/assets/png/270d-1f3ff.png?v=2.2.7!"
"595",":open_hands:","open hands sign","1f450","👐","","!https://cdn.jsdelivr.net/emojione/assets/png/1f450.png?v=2.2.7!"
"596",":open_hands_tone1:","open hands sign tone 1","1f450-1f3fb","👐 🏻","","!https://cdn.jsdelivr.net/emojione/assets/png/1f450-1f3fb.png?v=2.2.7!"
"597",":open_hands_tone2:","open hands sign tone 2","1f450-1f3fc","👐 🏼","","!https://cdn.jsdelivr.net/emojione/assets/png/1f450-1f3fc.png?v=2.2.7!"
"598",":open_hands_tone3:","open hands sign tone 3","1f450-1f3fd","👐 🏽","","!https://cdn.jsdelivr.net/emojione/assets/png/1f450-1f3fd.png?v=2.2.7!"
"599",":open_hands_tone4:","open hands sign tone 4","1f450-1f3fe","👐 🏾","","!https://cdn.jsdelivr.net/emojione/assets/png/1f450-1f3fe.png?v=2.2.7!"
"600",":open_hands_tone5:","open hands sign tone 5","1f450-1f3ff","👐 🏿","","!https://cdn.jsdelivr.net/emojione/assets/png/1f450-1f3ff.png?v=2.2.7!"
"601",":raised_hands:","person raising both hands in celebration","1f64c","🙌","","!https://cdn.jsdelivr.net/emojione/assets/png/1f64c.png?v=2.2.7!"
"602",":raised_hands_tone1:","person raising both hands in celebration tone 1","1f64c-1f3fb","🙌 🏻","","!https://cdn.jsdelivr.net/emojione/assets/png/1f64c-1f3fb.png?v=2.2.7!"
"603",":raised_hands_tone2:","person raising both hands in celebration tone 2","1f64c-1f3fc","🙌 🏼","","!https://cdn.jsdelivr.net/emojione/assets/png/1f64c-1f3fc.png?v=2.2.7!"
"604",":raised_hands_tone3:","person raising both hands in celebration tone 3","1f64c-1f3fd","🙌 🏽","","!https://cdn.jsdelivr.net/emojione/assets/png/1f64c-1f3fd.png?v=2.2.7!"
"605",":raised_hands_tone4:","person raising both hands in celebration tone 4","1f64c-1f3fe","🙌 🏾","","!https://cdn.jsdelivr.net/emojione/assets/png/1f64c-1f3fe.png?v=2.2.7!"
"606",":raised_hands_tone5:","person raising both hands in celebration tone 5","1f64c-1f3ff","🙌 🏿","","!https://cdn.jsdelivr.net/emojione/assets/png/1f64c-1f3ff.png?v=2.2.7!"
"607",":pray:","person with folded hands","1f64f","🙏","","!https://cdn.jsdelivr.net/emojione/assets/png/1f64f.png?v=2.2.7!"
"608",":pray_tone1:","person with folded hands tone 1","1f64f-1f3fb","🙏 🏻","","!https://cdn.jsdelivr.net/emojione/assets/png/1f64f-1f3fb.png?v=2.2.7!"
"609",":pray_tone2:","person with folded hands tone 2","1f64f-1f3fc","🙏 🏼","","!https://cdn.jsdelivr.net/emojione/assets/png/1f64f-1f3fc.png?v=2.2.7!"
"610",":pray_tone3:","person with folded hands tone 3","1f64f-1f3fd","🙏 🏽","","!https://cdn.jsdelivr.net/emojione/assets/png/1f64f-1f3fd.png?v=2.2.7!"
"611",":pray_tone4:","person with folded hands tone 4","1f64f-1f3fe","🙏 🏾","","!https://cdn.jsdelivr.net/emojione/assets/png/1f64f-1f3fe.png?v=2.2.7!"
"612",":pray_tone5:","person with folded hands tone 5","1f64f-1f3ff","🙏 🏿","","!https://cdn.jsdelivr.net/emojione/assets/png/1f64f-1f3ff.png?v=2.2.7!"
"613",":handshake:","handshake","1f91d","🤝",":shaking_hands:","!https://cdn.jsdelivr.net/emojione/assets/png/1f91d.png?v=2.2.7!"
"614",":handshake_tone1:","handshake tone 1","1f91d-1f3fb","🤝 🏻",":shaking_hands_tone1:","!https://cdn.jsdelivr.net/emojione/assets/png/1f91d-1f3fb.png?v=2.2.7!"
"615",":handshake_tone2:","handshake tone 2","1f91d-1f3fc","🤝 🏼",":shaking_hands_tone2:","!https://cdn.jsdelivr.net/emojione/assets/png/1f91d-1f3fc.png?v=2.2.7!"
"616",":handshake_tone3:","handshake tone 3","1f91d-1f3fd","🤝 🏽",":shaking_hands_tone3:","!https://cdn.jsdelivr.net/emojione/assets/png/1f91d-1f3fd.png?v=2.2.7!"
"617",":handshake_tone4:","handshake tone 4","1f91d-1f3fe","🤝 🏾",":shaking_hands_tone4:","!https://cdn.jsdelivr.net/emojione/assets/png/1f91d-1f3fe.png?v=2.2.7!"
"618",":handshake_tone5:","handshake tone 5","1f91d-1f3ff","🤝 🏿",":shaking_hands_tone5:","!https://cdn.jsdelivr.net/emojione/assets/png/1f91d-1f3ff.png?v=2.2.7!"
"619",":nail_care:","nail polish","1f485","💅","","!https://cdn.jsdelivr.net/emojione/assets/png/1f485.png?v=2.2.7!"
"620",":nail_care_tone1:","nail polish tone 1","1f485-1f3fb","💅 🏻","","!https://cdn.jsdelivr.net/emojione/assets/png/1f485-1f3fb.png?v=2.2.7!"
"621",":nail_care_tone2:","nail polish tone 2","1f485-1f3fc","💅 🏼","","!https://cdn.jsdelivr.net/emojione/assets/png/1f485-1f3fc.png?v=2.2.7!"
"622",":nail_care_tone3:","nail polish tone 3","1f485-1f3fd","💅 🏽","","!https://cdn.jsdelivr.net/emojione/assets/png/1f485-1f3fd.png?v=2.2.7!"
"623",":nail_care_tone4:","nail polish tone 4","1f485-1f3fe","💅 🏾","","!https://cdn.jsdelivr.net/emojione/assets/png/1f485-1f3fe.png?v=2.2.7!"
"624",":nail_care_tone5:","nail polish tone 5","1f485-1f3ff","💅 🏿","","!https://cdn.jsdelivr.net/emojione/assets/png/1f485-1f3ff.png?v=2.2.7!"
"625",":ear:","ear","1f442","👂","","!https://cdn.jsdelivr.net/emojione/assets/png/1f442.png?v=2.2.7!"
"626",":ear_tone1:","ear tone 1","1f442-1f3fb","👂 🏻","","!https://cdn.jsdelivr.net/emojione/assets/png/1f442-1f3fb.png?v=2.2.7!"
"627",":ear_tone2:","ear tone 2","1f442-1f3fc","👂 🏼","","!https://cdn.jsdelivr.net/emojione/assets/png/1f442-1f3fc.png?v=2.2.7!"
"628",":ear_tone3:","ear tone 3","1f442-1f3fd","👂 🏽","","!https://cdn.jsdelivr.net/emojione/assets/png/1f442-1f3fd.png?v=2.2.7!"
"629",":ear_tone4:","ear tone 4","1f442-1f3fe","👂 🏾","","!https://cdn.jsdelivr.net/emojione/assets/png/1f442-1f3fe.png?v=2.2.7!"
"630",":ear_tone5:","ear tone 5","1f442-1f3ff","👂 🏿","","!https://cdn.jsdelivr.net/emojione/assets/png/1f442-1f3ff.png?v=2.2.7!"
"631",":nose:","nose","1f443","👃","","!https://cdn.jsdelivr.net/emojione/assets/png/1f443.png?v=2.2.7!"
"632",":nose_tone1:","nose tone 1","1f443-1f3fb","👃 🏻","","!https://cdn.jsdelivr.net/emojione/assets/png/1f443-1f3fb.png?v=2.2.7!"
"633",":nose_tone2:","nose tone 2","1f443-1f3fc","👃 🏼","","!https://cdn.jsdelivr.net/emojione/assets/png/1f443-1f3fc.png?v=2.2.7!"
"634",":nose_tone3:","nose tone 3","1f443-1f3fd","👃 🏽","","!https://cdn.jsdelivr.net/emojione/assets/png/1f443-1f3fd.png?v=2.2.7!"
"635",":nose_tone4:","nose tone 4","1f443-1f3fe","👃 🏾","","!https://cdn.jsdelivr.net/emojione/assets/png/1f443-1f3fe.png?v=2.2.7!"
"636",":nose_tone5:","nose tone 5","1f443-1f3ff","👃 🏿","","!https://cdn.jsdelivr.net/emojione/assets/png/1f443-1f3ff.png?v=2.2.7!"
"637",":footprints:","footprints","1f463","👣","","!https://cdn.jsdelivr.net/emojione/assets/png/1f463.png?v=2.2.7!"
"638",":eyes:","eyes","1f440","👀","","!https://cdn.jsdelivr.net/emojione/assets/png/1f440.png?v=2.2.7!"
"639",":eye:","eye","1f441","👁","","!https://cdn.jsdelivr.net/emojione/assets/png/1f441.png?v=2.2.7!"
"640",":eye_in_speech_bubble:","eye in speech bubble","1f441-1f5e8","👁 🗨","","!https://cdn.jsdelivr.net/emojione/assets/png/1f441-1f5e8.png?v=2.2.7!"
"641",":tongue:","tongue","1f445","👅","","!https://cdn.jsdelivr.net/emojione/assets/png/1f445.png?v=2.2.7!"
"642",":lips:","mouth","1f444","👄","","!https://cdn.jsdelivr.net/emojione/assets/png/1f444.png?v=2.2.7!"
"643",":kiss:","kiss mark","1f48b","💋","","!https://cdn.jsdelivr.net/emojione/assets/png/1f48b.png?v=2.2.7!"
"644",":cupid:","heart with arrow","1f498","💘","","!https://cdn.jsdelivr.net/emojione/assets/png/1f498.png?v=2.2.7!"
"645",":heart:","heavy black heart","2764","❤","","!https://cdn.jsdelivr.net/emojione/assets/png/2764.png?v=2.2.7!"
"646",":heartbeat:","beating heart","1f493","💓","","!https://cdn.jsdelivr.net/emojione/assets/png/1f493.png?v=2.2.7!"
"647",":broken_heart:","broken heart","1f494","💔","","!https://cdn.jsdelivr.net/emojione/assets/png/1f494.png?v=2.2.7!"
"648",":two_hearts:","two hearts","1f495","💕","","!https://cdn.jsdelivr.net/emojione/assets/png/1f495.png?v=2.2.7!"
"649",":sparkling_heart:","sparkling heart","1f496","💖","","!https://cdn.jsdelivr.net/emojione/assets/png/1f496.png?v=2.2.7!"
"650",":heartpulse:","growing heart","1f497","💗","","!https://cdn.jsdelivr.net/emojione/assets/png/1f497.png?v=2.2.7!"
"651",":blue_heart:","blue heart","1f499","💙","","!https://cdn.jsdelivr.net/emojione/assets/png/1f499.png?v=2.2.7!"
"652",":green_heart:","green heart","1f49a","💚","","!https://cdn.jsdelivr.net/emojione/assets/png/1f49a.png?v=2.2.7!"
"653",":yellow_heart:","yellow heart","1f49b","💛","","!https://cdn.jsdelivr.net/emojione/assets/png/1f49b.png?v=2.2.7!"
"654",":purple_heart:","purple heart","1f49c","💜","","!https://cdn.jsdelivr.net/emojione/assets/png/1f49c.png?v=2.2.7!"
"655",":black_heart:","black heart","1f5a4","🖤","","!https://cdn.jsdelivr.net/emojione/assets/png/1f5a4.png?v=2.2.7!"
"656",":gift_heart:","heart with ribbon","1f49d","💝","","!https://cdn.jsdelivr.net/emojione/assets/png/1f49d.png?v=2.2.7!"
"657",":revolving_hearts:","revolving hearts","1f49e","💞","","!https://cdn.jsdelivr.net/emojione/assets/png/1f49e.png?v=2.2.7!"
"658",":heart_decoration:","heart decoration","1f49f","💟","","!https://cdn.jsdelivr.net/emojione/assets/png/1f49f.png?v=2.2.7!"
"659",":heart_exclamation:","heavy heart exclamation mark ornament","2763","❣",":heavy_heart_exclamation_mark_ornament:","!https://cdn.jsdelivr.net/emojione/assets/png/2763.png?v=2.2.7!"
"660",":love_letter:","love letter","1f48c","💌","","!https://cdn.jsdelivr.net/emojione/assets/png/1f48c.png?v=2.2.7!"
"661",":zzz:","sleeping symbol","1f4a4","💤","","!https://cdn.jsdelivr.net/emojione/assets/png/1f4a4.png?v=2.2.7!"
"662",":anger:","anger symbol","1f4a2","💢","","!https://cdn.jsdelivr.net/emojione/assets/png/1f4a2.png?v=2.2.7!"
"663",":bomb:","bomb","1f4a3","💣","","!https://cdn.jsdelivr.net/emojione/assets/png/1f4a3.png?v=2.2.7!"
"664",":boom:","collision symbol","1f4a5","💥","","!https://cdn.jsdelivr.net/emojione/assets/png/1f4a5.png?v=2.2.7!"
"665",":sweat_drops:","splashing sweat symbol","1f4a6","💦","","!https://cdn.jsdelivr.net/emojione/assets/png/1f4a6.png?v=2.2.7!"
"666",":dash:","dash symbol","1f4a8","💨","","!https://cdn.jsdelivr.net/emojione/assets/png/1f4a8.png?v=2.2.7!"
"667",":dizzy:","dizzy symbol","1f4ab","💫","","!https://cdn.jsdelivr.net/emojione/assets/png/1f4ab.png?v=2.2.7!"
"668",":speech_balloon:","speech balloon","1f4ac","💬","","!https://cdn.jsdelivr.net/emojione/assets/png/1f4ac.png?v=2.2.7!"
"669",":speech_left:","left speech bubble","1f5e8","🗨",":left_speech_bubble:","!https://cdn.jsdelivr.net/emojione/assets/png/1f5e8.png?v=2.2.7!"
"670",":anger_right:","right anger bubble","1f5ef","🗯",":right_anger_bubble:","!https://cdn.jsdelivr.net/emojione/assets/png/1f5ef.png?v=2.2.7!"
"671",":thought_balloon:","thought balloon","1f4ad","💭","","!https://cdn.jsdelivr.net/emojione/assets/png/1f4ad.png?v=2.2.7!"
"672",":hole:","hole","1f573","🕳","","!https://cdn.jsdelivr.net/emojione/assets/png/1f573.png?v=2.2.7!"
"673",":eyeglasses:","eyeglasses","1f453","👓","","!https://cdn.jsdelivr.net/emojione/assets/png/1f453.png?v=2.2.7!"
"674",":dark_sunglasses:","dark sunglasses","1f576","🕶","","!https://cdn.jsdelivr.net/emojione/assets/png/1f576.png?v=2.2.7!"
"675",":necktie:","necktie","1f454","👔","","!https://cdn.jsdelivr.net/emojione/assets/png/1f454.png?v=2.2.7!"
"676",":shirt:","t-shirt","1f455","👕","","!https://cdn.jsdelivr.net/emojione/assets/png/1f455.png?v=2.2.7!"
"677",":jeans:","jeans","1f456","👖","","!https://cdn.jsdelivr.net/emojione/assets/png/1f456.png?v=2.2.7!"
"678",":dress:","dress","1f457","👗","","!https://cdn.jsdelivr.net/emojione/assets/png/1f457.png?v=2.2.7!"
"679",":kimono:","kimono","1f458","👘","","!https://cdn.jsdelivr.net/emojione/assets/png/1f458.png?v=2.2.7!"
"680",":bikini:","bikini","1f459","👙","","!https://cdn.jsdelivr.net/emojione/assets/png/1f459.png?v=2.2.7!"
"681",":womans_clothes:","womans clothes","1f45a","👚","","!https://cdn.jsdelivr.net/emojione/assets/png/1f45a.png?v=2.2.7!"
"682",":purse:","purse","1f45b","👛","","!https://cdn.jsdelivr.net/emojione/assets/png/1f45b.png?v=2.2.7!"
"683",":handbag:","handbag","1f45c","👜","","!https://cdn.jsdelivr.net/emojione/assets/png/1f45c.png?v=2.2.7!"
"684",":pouch:","pouch","1f45d","👝","","!https://cdn.jsdelivr.net/emojione/assets/png/1f45d.png?v=2.2.7!"
"685",":shopping_bags:","shopping bags","1f6cd","🛍","","!https://cdn.jsdelivr.net/emojione/assets/png/1f6cd.png?v=2.2.7!"
"686",":school_satchel:","school satchel","1f392","🎒","","!https://cdn.jsdelivr.net/emojione/assets/png/1f392.png?v=2.2.7!"
"687",":mans_shoe:","mans shoe","1f45e","👞","","!https://cdn.jsdelivr.net/emojione/assets/png/1f45e.png?v=2.2.7!"
"688",":athletic_shoe:","athletic shoe","1f45f","👟","","!https://cdn.jsdelivr.net/emojione/assets/png/1f45f.png?v=2.2.7!"
